date,status_text,predicted_stance,predicted_country,stance_anno1,country_anno1,stance_anno2,country_anno2,stance_gold,country_gold
2/28/19,"اقوام متحدہ کابھارتی پائلٹ کورہاکرنےکےوزیراعظم عمران خان کےاعلان کاخیرمقدم
#PMIK #Modi #Abhinandan #Pakistan #Modi #SayNoToWar
#PakistanLeadsWithPeaceNEXT_TWEETPakistan Muslim League-Nawaz (#PMLN) senior leader #KhwajaMuhammadAsif hailed #PrimeMinister #ImranKhan’s decision to release the captured #Indianpilot, #Abhinandan, as a gesture of peace
#ARYNews 

https://t.co/3ZBwQFWQXrNEXT_TWEETMy intervention today ⁦@UKHouseofLords⁩ 
Facts- ⁦@ImranKhanPTI⁩ has
1. Clearly &amp; unequivocally condemned #Pulwama attack 
2. Open &amp; unconditional offer to assist India in any investigation 
3. Consistently extended the hand of friendship and diplomacy 
#NoToWar 1/2 https://t.co/ch1iE2TOI6NEXT_TWEETsaw Modi addressing a rally yesterday and his speech was full of jingoism. Now compare it to PM @ImranKhanPTI speech today...cool, calm, asking for peace/dialogue #SayNoToWarNEXT_TWEETWe are on the brink of a war that nobody in their right mind in either Pakistan or India want. Imran Khan's words should be welcomed. Encourage dialogue, commit to deescalation. Anyone who thinks otherwise should for a moment swap places with Abhinandan &amp; his family #SayNoToWar",anti_war,pro_pakistan,anti_war,pro_pakistan,neutral,pro_pakistan,anti_war,pro_pakistan
2/14/19,#Pulwama #CRPF #Pulwamaattack #Valentines #DelhiGovtVsCentre #ǝɟᴉ7ƃnɥʇ #pulwamaterrorattack #PSL2019 #HBLPSL #single #romantic #India #IndiaWantsRevenge #IndiaElects https://t.co/MAE9qBkFvP,pro_war,pro_india,pro_war,pro_india,cant_say,pro_india,neutral,pro_india
2/28/19,"Paki Media is showing tweets of Barkha Khan gang who are running agenda of #SayNoToWar.

From Kargil to Kulbhushan to Pulwama, thay sing in the rone of ISIS. #SayYesToWar https://t.co/hFOqhBQbzmNEXT_TWEETWhile opposition in India teased &amp;  challenged Modi to attack Pak after #PulwamaAttack, Opposition parties in Pak put their trust behind the Govt &amp; stood united after #Balakot incident. Our Parliament, Govt, Armed Forces &amp; media all acted far mature than their Indian counterpartsNEXT_TWEETJust received an email from @Twitter that this tweet of mine: https://t.co/yDARSOJWSq which has an eye witness account pointing to an alleged #JeM mujahideen camp in Balakot is ""in violation of Pakistani laws""

By reporting my tweet, is Pak gov trying to hide this truth? https://t.co/DqMpceRnZk",anti_war,pro_india,anti_war,pro_pakistan,pro_war,pro_india,neutral,neutral
3/4/19,Keep my tweet from Mar2 abt #Abhinandan 4 future reference. #GhazwaEHind @ClaudeRakisits @hthjones @smartypoppat @SdqJaan @IrshadBhatti336 @SaimaMohsin @nayaabkay @ZaidZamanHamid @CynthiaDRitchie #PakistanStrikesBack @ghazalawahab @PravinSawhney #DGISPR https://t.co/dzyfnEW5wH,anti_war,pro_pakistan,neutral,neutral,neutral,pro_pakistan,neutral,pro_pakistan
2/15/19,@NEETAS11 Why would you post this?? #ShutDownNDTV #PhulwamaTerrorAttackNEXT_TWEETJournalists like her should be kicked out of the country and the channel that supports them should be boycotted @ndtv @PrannoyRoyNDTV #ndtv #PulwamaTerrorAttack #PulwamaRevenge #IndiaWantsRevenge #IndianArmy https://t.co/UPqLe7DTyq,anti_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/18/19,"#Pulwama Few Questions that I have not gotten the answers of yet 
1. Has the DNA test of attacker body parts even established who the attacker was ? I have not seen any report so far
2. Have authorities presented any evidence of Bomb material going from Pakistan yet ?    
THREAD https://t.co/7aWyS7IqM3",anti_war,pro_pakistan,neutral,neutral,neutral,pro_pakistan,neutral,pro_pakistan
2/28/19,"We want back 
#Abhinandan
@PMOIndiaNEXT_TWEET#AbhiNandan ko pakistan ne arrest kia hai....
 #BringBackAbhinandan 
 https://t.co/M1wC8Oo1BBNEXT_TWEET@OfficialDGISPR #BringBackAbhinandan
Who is this in video ??
Jo bol raha hai ki do indian #Pilot
Pakde Hai 
Jhuth Ke Pair Nahi Hote 
Pakistan Sudhar Jao 
  #AbhiNandan https://t.co/cZC9QkZe9cNEXT_TWEET#BringBackAbhinandan
Always pakistan speak a lie 
Social media viral video 
Shows that pakistani army  
 Misbehaving with  #AbhiNandan https://t.co/cZC9QkZe9cNEXT_TWEET#SayNoToWar
And cancer 
Must watch video 
Strike on cancer 
Cure of cancer absolutely free
All people from pakistan and india must watch don't miss
#JoshIsHigh
For  cure  of #CancerResearch 
https://t.co/WrhldLuDmiNEXT_TWEET#PakFakeClaim
Before spreading fake news do keep in mind the aayat of quran.
Before spreading hatred remember Allah!

Remember you are human first and treat Wing Commander Abhinandan
with respect.
#SayNoToWarNEXT_TWEET#SayNoToWar
Other wise result is in picture 
#IndianAirForce and #PakistanAirForce 
Are going so dangerous for both country 
India and pakistan 
Need peace this time 
#surgicalstrike2 https://t.co/AyiT92bbg8",anti_war,Neutral,anti_war,pro_india,pro_war,pro_india,pro_war,pro_india
3/2/19,"Pakistan's Foreign Minister has a 'slip-of-the-tongue' moment. 

Shah Mahmud @smQureshiPTI accidentally admits to @BBCWorld's Secunder @secKerman that Pakistan's govt is in touch with #Jaish JeM leaders. https://t.co/DYsLOKuz3Q",Unclassified,pro_india,neutral,pro_india,cant_say,pro_india,neutral,pro_india
2/19/19,"वो मोटी भैंस कहाँ गई जिसने गाँधी जी के पुतले पर गोली चलाकर अपनी बहादुरी साबित कर रही थी !!

भेजो उसे बॉर्डर पर ! 😡
#PulwamaAttack",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
2/26/19,"पाकिस्तान कहता है भारत को हज़ार जख्म देंगे,उसके बदले में हमने हज़ार बम दिए मुफ्त में ।
""हर हर महादेव""

#Balakot
#Surgicalstrike
#airstrikes 
#AirForce",anti_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
