date,status_text,predicted_stance,predicted_country,stance_anno1,country_anno1,stance_anno2,country_anno2,stance_gold,country_gold
03/04/19,"देशवासियों याद रहे...!!!
भारतीय सेना से #SurgicalStrike के
सबूत मांगे थे..तो 60% जनता ने विपक्षीयो
को नकार दिया था..आज फिर से वायुसेना से
#SurgicalStrike2 के विपक्षी सबूत मांग
रहे हैं 2019 के चुनावों में 90% जनता
विपक्षीयो को #धूल_चटा_देगी..क्योंकि
#सेनाओं_का_अपमान_देश_का_अपमान??",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
02/18/19,"Well organized RW drill after #PulwamaAttack:
1 Divert focus from terrorism, govt failure to political opponents
2 Demonize, attack Kashmiris
3 Threaten anti-govt journos
4 Marches, sloganeering in localities
5 Attack soft targets: Sidhu, NC, PDP
6 Pliant media amplifies aboveNEXT_TWEETकश्मीर हमारा है तो कश्मीरी पराये कैसे हो सकते हैं? देश के कई हिस्सों में कश्मीरियों को असुरक्षित करने वाले लोग जवानों की शहादत का अपमान कर रहे हैं। भारतीयता की हर वह परिभाषा अधूरी है जिसमें देश के किसी भी नागरिक को चोट पहुँचाने को देशभक्ति से जोड़ा जाए। #KashmiriStudents",anti_war,pro_india,anti_war,pro_india,anti_war,pro_india,anti_war,pro_india
02/28/19,"The People who are doing Koharram of #SayNoToWar are the Same:

Who celebrated Martyrdom of 76 CRPF jawans in Dantewada.

They put pressure on Atal Ji to release Terrorists.

These people are ISI funded &amp; are in Media, Academics, Bureaucracy, Judiciary,easy to identify.NEXT_TWEETLiberals are preaching SayNoToWar just to oppose the forces taking the appropriate action against the rogues of Pakistan. #CongressPakistanUnitedNEXT_TWEET-&gt; congress +21 opposition parties issue joint statement accusing Indian govt.

-&gt; Most Delhi journos have already declared Imran Khan as Mahatma

-&gt; Liberals are preaching #SayNoToWar

How do you fight Pakistan when our own want India to be capitulated? #CongressPakistanUnitedNEXT_TWEETWe said say no to war, didn’t save the innocents who lost their lives on 26/11 &amp; didn’t save the lives of the 44 CRPF soldiers whose bodies were mangled beyond recognition. 
If you can bring them back we will #SayNoToWar #CongressPakistanUnitedNEXT_TWEETA] 21 opposition parties issue joint statement accusing Indian govt.
B] Most Delhi journos have already declared Imran Khan as the Mahatma
C] Liberals are preaching SayNoToWar

How do you fight Pakistan when our own want India to be capitulated?
#CongressPakistanUnitedNEXT_TWEETCongress deleted the tweet where @rahulgandhi was dancing even after the #PulwamaAttack. WHY? 😱😱 
#CongressPakistanUnited https://t.co/jEa3NQbAEoNEXT_TWEETCongress can comfortably forget #pulwamaattack and start blaming government and playing politics but we indians are in no mood for playing politics
We stand with India and the government
#CongressPakistanUnited",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
02/20/19,"#PulwamaAttack k baad Road pe aur jawano ki bodies se #Tomato ketchup niklta hua dekha gaya. Is lia yahi samaj aik #Pulwama me #TomatoKetchup se ye blast kia gaya tha so Tomatoes Or pabandi lagai gae ta k next esa Attack na ho. 
#IndiaWantsRevenge #انڈیا_کبھی_آونا_خوشبولگاکے https://t.co/pfaQZEJLKINEXT_TWEETA Kashmiri brother Javaid Ahmad Khan was beaten up by ruthless brutes in #India as he refused to chant 'India Zindabad' and Anti Pak slogans.
Would you still condemn #PulwamaAttack?

#PulwamaDrama https://t.co/o9AKVI2Ln7NEXT_TWEETHyper-patriotism at work!
A group of poor Indians unknowingly won free tickets to #Pakistan. 
#PulwamaAttack #Kashmir https://t.co/SvqNnc6LzxNEXT_TWEETTwo Kashmiri's Beaten in a Running #Train, Called StonePelters And Thrown Out of Train at Nearby Station Without Their Travel Bags.
#IndianOccupiedKashmir 
#FreeKashmir",anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
02/27/19,"So Don*ey #ArnabGoswani is Calling people antinational who are Trending #SayNoToWar 
Someone tell this Donk** Send your wife mother father and u urself go on border.
Sitting on table and bar*king is easy.
Only family members of soldiers feel pain of war

https://t.co/LaRAZFaN0P",anti_war,pro_india,anti_war,pro_india,anti_war,pro_india,anti_war,pro_india
02/12/19,"The same Shahnawaz Khan who demanded separate special laws for Muslims. Was defeated by Jan Sangh in 1967 and lost all respect forever except within Khangress. During 1965 war, Shahnawaz's son was in Pak army and Shahnawaz was KHANGRESS minister. #DirtyPolitics #Gaddar https://t.co/LpByAZRmAs",pro_war,pro_india,pro_war,pro_india,pro_war,pro_india,pro_war,pro_india
03/03/19,"#Indian Sources are confirming it that according to #AbhinanDan's family '' #IndiansecretAgencies are forcing #AbhinandanVarthaman to record a statement against #ISI that they threatened and harassed him to record a statement against #IndianMedia before he left 4 #India. 
#ShameNEXT_TWEET@umarsaif He is #ISI agent in #India .. #SayNoToWar @AdnanSamiLiveNEXT_TWEETA picture is worth a thousand words 
#SayNoToWar
#PakSymbolOfPeace
#Rafale https://t.co/RNTKiTSHDq",anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
02/18/19,"An Indian soldier challenges #Jaish.

My brother veteran Major #MohommedAliShah's open letter to #Terrorists went viral on Facebook. Now @rediffmovies carries the letter in its portal.

 @adgpi
  @rwac48 @gauravcsawant @ikaveri @quizzicalguy

https://t.co/m9dIa1KrJh",anti_war,pro_india,anti_war,pro_india,anti_war,pro_india,anti_war,pro_india
02/27/19,"1993 Mumbai
1998 Coimbatore
2001 Parliament attack
2002 Akshardham
2003, 2006 Mumbai trains
2005 Delhi
2006 Varanasi
2007 Samjhauta + Hyderabad
2008 Mumbai 26/11
2016 Uri
2019 Pulwama
Hundreds more...
Did our Pak lovers say #SayNoToWar then? Only applies when India strikes back?",anti_war,Neutral,pro_war,pro_india,pro_war,pro_India,pro_war,pro_india
02/18/19,"Participated  at Various Places in  #Versova Vidhandabha offered #Shradhanjali to Veer Jawans of india who Sacrificed their lives at #pulwamaattack .I pray to the almighty to bless India for the #strength &amp; blessings for right response.
@narendramodi  @yogirajdabhadka https://t.co/M0Ti2F2ENC",pro_war,pro_pakistan,cant_say,pro_india,cant_say,pro_india,cant_say,pro_india
03/02/19,"Watch this clip Indian Media. You, keyboard warriors &amp; Modi are responsible of it. 
She is not from Pakistan, she is wife of the second pilot Ninad whose plane was shot down when crossed LOC
See the pain of families of both sides who receive bodies of their loved ones
#SayNoToWar https://t.co/aq5Gcc4aSh",anti_war,Neutral,anti_war,neutral,anti_war,neutral,anti_war,neutral
02/28/19,"انڈیا کو شرم سے ڈوب مرنا چاہئے تھا کہ اسکا پائلٹ پاکستان کے قبضے میں ہیں اور اب پاکستان جذبہ خیر سگالی کے طور پر رہا کر رہا ہے!
 لیکن انڈیا میڈیا ایسےچیخ رہا ہے کہ جیسے اسنے پاکستان کے 500 پائلٹ پکڑ لئے ہو۔
واقعی انڈین بہت بے شرم قوم ہیں
#Abhinandan 
#PakistanZindabadNEXT_TWEETI'm Pakistani Hindu, not Indian. Stop propagenda against us. I have also read some tweet as "" Wo Saale Hindu thy"". Today we prayed in Rama Temple, Tando Allahyar, Sindh. for Pakistan, my Homeland, where I am born. We are all peaceful. 

#PakistanForAll

#SayNoToWar 
#SayNoToWar https://t.co/NpS0aLUd2fNEXT_TWEETI am against war . Lekin aina dikhana bhey zaroori hay.
#PeaceNotWar #SayNoToWar https://t.co/rxG4nYesG1",anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan,anti_war,pro_pakistan
